"STCNTYFIP","STATE","COUNTY","OCC","OCCUPATION","OCCUPATION_BROAD","GENDER","TOTAL_POP","HISP-LAT","WHITE","AI-AN","ASIAN-PI","BLACK","TWO-OR-MORE","OTHER","PCT_HISP-LAT","PCT_WHITE","PCT_AI-AN","PCT_ASIAN-PI","PCT_BLACK","PCT_TWO-OR-MORE","PCT_OTHER"
"35049","New Mexico","Santa Fe","0000","Total-Pop","Total-Pop","ALL",149323,76375,63900,3646,1772,1325,2096,209,51.15,42.79,2.44,1.19,0.89,1.4,0.14
"35049","New Mexico","Santa Fe","1821","Clinical and counseling psychologists","Psychologists","FEMALE",9,2,7,NA,NA,NA,NA,NA,22.22,77.78,NA,NA,NA,NA,NA
"35049","New Mexico","Santa Fe","1825","Other psychologists","Psychologists","FEMALE",97,NA,97,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"35049","New Mexico","Santa Fe","2005","Rehabilitation counselors","Mental health counselors","MALE",16,NA,16,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"35049","New Mexico","Santa Fe","2003","Marriage and family therapists","Mental health counselors","FEMALE",21,NA,21,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"35049","New Mexico","Santa Fe","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",37,9,26,2,NA,NA,NA,NA,24.32,70.27,5.41,NA,NA,NA,NA
"35049","New Mexico","Santa Fe","1822","School psychologists","Psychologists","MALE",12,NA,12,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"35049","New Mexico","Santa Fe","2004","Mental health counselors","Mental health counselors","FEMALE",55,19,35,1,NA,NA,NA,NA,34.55,63.64,1.82,NA,NA,NA,NA
"35049","New Mexico","Santa Fe","2003","Marriage and family therapists","Mental health counselors","ALL",21,NA,21,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"35049","New Mexico","Santa Fe","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",37,9,26,2,NA,NA,NA,NA,24.32,70.27,5.41,NA,NA,NA,NA
"35049","New Mexico","Santa Fe","1825","Other psychologists","Psychologists","ALL",140,20,120,NA,NA,NA,NA,NA,14.29,85.71,NA,NA,NA,NA,NA
"35049","New Mexico","Santa Fe","1821","Clinical and counseling psychologists","Psychologists","ALL",9,2,7,NA,NA,NA,NA,NA,22.22,77.78,NA,NA,NA,NA,NA
"35049","New Mexico","Santa Fe","1822","School psychologists","Psychologists","FEMALE",28,28,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA
"35049","New Mexico","Santa Fe","0000","Total-Pop","Total-Pop","MALE",72336,37746,30227,1743,795,774,975,76,52.18,41.79,2.41,1.1,1.07,1.35,0.11
"35049","New Mexico","Santa Fe","0000","Total-Pop","Total-Pop","FEMALE",76987,38629,33673,1903,977,551,1121,133,50.18,43.74,2.47,1.27,0.72,1.46,0.17
"35049","New Mexico","Santa Fe","1822","School psychologists","Psychologists","ALL",40,28,12,NA,NA,NA,NA,NA,70,30,NA,NA,NA,NA,NA
"35049","New Mexico","Santa Fe","2004","Mental health counselors","Mental health counselors","MALE",38,15,23,NA,NA,NA,NA,NA,39.47,60.53,NA,NA,NA,NA,NA
"36001","New York","Albany","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",21,NA,21,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36001","New York","Albany","2004","Mental health counselors","Mental health counselors","MALE",39,NA,34,NA,NA,5,NA,NA,NA,87.18,NA,NA,12.82,NA,NA
"36001","New York","Albany","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",59,NA,45,NA,NA,14,NA,NA,NA,76.27,NA,NA,23.73,NA,NA
"36001","New York","Albany","1821","Clinical and counseling psychologists","Psychologists","MALE",18,NA,18,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36001","New York","Albany","1825","Other psychologists","Psychologists","ALL",250,NA,250,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36001","New York","Albany","2005","Rehabilitation counselors","Mental health counselors","MALE",32,NA,17,NA,NA,15,NA,NA,NA,53.12,NA,NA,46.88,NA,NA
"36001","New York","Albany","1822","School psychologists","Psychologists","MALE",43,NA,43,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36001","New York","Albany","1825","Other psychologists","Psychologists","MALE",150,NA,150,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36001","New York","Albany","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",167,86,68,NA,NA,13,NA,NA,51.5,40.72,NA,NA,7.78,NA,NA
"36001","New York","Albany","2005","Rehabilitation counselors","Mental health counselors","FEMALE",17,NA,13,NA,NA,4,NA,NA,NA,76.47,NA,NA,23.53,NA,NA
"36001","New York","Albany","2003","Marriage and family therapists","Mental health counselors","MALE",16,NA,16,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36001","New York","Albany","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",107,86,8,NA,NA,13,NA,NA,80.37,7.48,NA,NA,12.15,NA,NA
"36001","New York","Albany","2005","Rehabilitation counselors","Mental health counselors","ALL",49,NA,30,NA,NA,19,NA,NA,NA,61.22,NA,NA,38.78,NA,NA
"36001","New York","Albany","2004","Mental health counselors","Mental health counselors","ALL",186,NA,181,NA,NA,5,NA,NA,NA,97.31,NA,NA,2.69,NA,NA
"36001","New York","Albany","2003","Marriage and family therapists","Mental health counselors","FEMALE",23,NA,23,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36001","New York","Albany","2003","Marriage and family therapists","Mental health counselors","ALL",39,NA,39,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36001","New York","Albany","0000","Total-Pop","Total-Pop","ALL",306984,18257,222084,218,20262,34674,10761,728,5.95,72.34,0.07,6.6,11.3,3.51,0.24
"36001","New York","Albany","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",80,NA,66,NA,NA,14,NA,NA,NA,82.5,NA,NA,17.5,NA,NA
"36001","New York","Albany","1825","Other psychologists","Psychologists","FEMALE",100,NA,100,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36001","New York","Albany","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",60,NA,60,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36001","New York","Albany","1821","Clinical and counseling psychologists","Psychologists","FEMALE",21,NA,21,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36001","New York","Albany","2004","Mental health counselors","Mental health counselors","FEMALE",147,NA,147,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36001","New York","Albany","1822","School psychologists","Psychologists","ALL",221,NA,189,NA,32,NA,NA,NA,NA,85.52,NA,14.48,NA,NA,NA
"36001","New York","Albany","1822","School psychologists","Psychologists","FEMALE",178,NA,146,NA,32,NA,NA,NA,NA,82.02,NA,17.98,NA,NA,NA
"36001","New York","Albany","1821","Clinical and counseling psychologists","Psychologists","ALL",39,NA,39,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36001","New York","Albany","0000","Total-Pop","Total-Pop","FEMALE",158250,9191,114517,128,10553,17857,5451,553,5.81,72.36,0.08,6.67,11.28,3.44,0.35
"36001","New York","Albany","0000","Total-Pop","Total-Pop","MALE",148734,9066,107567,90,9709,16817,5310,175,6.1,72.32,0.06,6.53,11.31,3.57,0.12
"36005","New York","Bronx","1821","Clinical and counseling psychologists","Psychologists","FEMALE",35,NA,35,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36005","New York","Bronx","1822","School psychologists","Psychologists","FEMALE",51,12,39,NA,NA,NA,NA,NA,23.53,76.47,NA,NA,NA,NA,NA
"36005","New York","Bronx","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",138,59,NA,NA,20,59,NA,NA,42.75,NA,NA,14.49,42.75,NA,NA
"36005","New York","Bronx","0000","Total-Pop","Total-Pop","MALE",676508,378792,64738,1549,25438,194721,6992,4278,55.99,9.57,0.23,3.76,28.78,1.03,0.63
"36005","New York","Bronx","2003","Marriage and family therapists","Mental health counselors","FEMALE",191,32,NA,NA,NA,159,NA,NA,16.75,NA,NA,NA,83.25,NA,NA
"36005","New York","Bronx","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",676,130,13,NA,NA,533,NA,NA,19.23,1.92,NA,NA,78.85,NA,NA
"36005","New York","Bronx","2005","Rehabilitation counselors","Mental health counselors","FEMALE",155,54,NA,NA,NA,101,NA,NA,34.84,NA,NA,NA,65.16,NA,NA
"36005","New York","Bronx","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",482,115,13,NA,NA,354,NA,NA,23.86,2.7,NA,NA,73.44,NA,NA
"36005","New York","Bronx","1822","School psychologists","Psychologists","MALE",20,NA,20,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36005","New York","Bronx","1825","Other psychologists","Psychologists","ALL",398,107,261,NA,NA,11,19,NA,26.88,65.58,NA,NA,2.76,4.77,NA
"36005","New York","Bronx","1822","School psychologists","Psychologists","ALL",71,12,59,NA,NA,NA,NA,NA,16.9,83.1,NA,NA,NA,NA,NA
"36005","New York","Bronx","1821","Clinical and counseling psychologists","Psychologists","ALL",35,NA,35,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36005","New York","Bronx","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",194,15,NA,NA,NA,179,NA,NA,7.73,NA,NA,NA,92.27,NA,NA
"36005","New York","Bronx","2005","Rehabilitation counselors","Mental health counselors","ALL",195,74,NA,NA,NA,121,NA,NA,37.95,NA,NA,NA,62.05,NA,NA
"36005","New York","Bronx","2003","Marriage and family therapists","Mental health counselors","MALE",145,32,NA,NA,NA,113,NA,NA,22.07,NA,NA,NA,77.93,NA,NA
"36005","New York","Bronx","2004","Mental health counselors","Mental health counselors","FEMALE",306,133,NA,NA,NA,173,NA,NA,43.46,NA,NA,NA,56.54,NA,NA
"36005","New York","Bronx","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",173,78,16,NA,20,59,NA,NA,45.09,9.25,NA,11.56,34.1,NA,NA
"36005","New York","Bronx","2005","Rehabilitation counselors","Mental health counselors","MALE",40,20,NA,NA,NA,20,NA,NA,50,NA,NA,NA,50,NA,NA
"36005","New York","Bronx","0000","Total-Pop","Total-Pop","ALL",1434720,803445,131820,3224,52002,418839,15768,9622,56,9.19,0.22,3.62,29.19,1.1,0.67
"36005","New York","Bronx","1825","Other psychologists","Psychologists","FEMALE",281,83,168,NA,NA,11,19,NA,29.54,59.79,NA,NA,3.91,6.76,NA
"36005","New York","Bronx","2004","Mental health counselors","Mental health counselors","MALE",183,21,46,NA,NA,116,NA,NA,11.48,25.14,NA,NA,63.39,NA,NA
"36005","New York","Bronx","2003","Marriage and family therapists","Mental health counselors","ALL",336,64,NA,NA,NA,272,NA,NA,19.05,NA,NA,NA,80.95,NA,NA
"36005","New York","Bronx","0000","Total-Pop","Total-Pop","FEMALE",758212,424653,67082,1675,26564,224118,8776,5344,56.01,8.85,0.22,3.5,29.56,1.16,0.7
"36005","New York","Bronx","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",35,19,16,NA,NA,NA,NA,NA,54.29,45.71,NA,NA,NA,NA,NA
"36005","New York","Bronx","1825","Other psychologists","Psychologists","MALE",117,24,93,NA,NA,NA,NA,NA,20.51,79.49,NA,NA,NA,NA,NA
"36005","New York","Bronx","2004","Mental health counselors","Mental health counselors","ALL",489,154,46,NA,NA,289,NA,NA,31.49,9.41,NA,NA,59.1,NA,NA
"36013","New York","Chautauqua","0000","Total-Pop","Total-Pop","ALL",128498,9624,112383,383,763,3174,2142,29,7.49,87.46,0.3,0.59,2.47,1.67,0.02
"36013","New York","Chautauqua","1821","Clinical and counseling psychologists","Psychologists","ALL",38,NA,38,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36013","New York","Chautauqua","2004","Mental health counselors","Mental health counselors","ALL",74,NA,74,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36013","New York","Chautauqua","2003","Marriage and family therapists","Mental health counselors","ALL",21,NA,21,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36013","New York","Chautauqua","0000","Total-Pop","Total-Pop","FEMALE",65346,4742,57492,257,460,1306,1074,15,7.26,87.98,0.39,0.7,2,1.64,0.02
"36013","New York","Chautauqua","2005","Rehabilitation counselors","Mental health counselors","ALL",9,NA,9,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36013","New York","Chautauqua","2003","Marriage and family therapists","Mental health counselors","MALE",9,NA,9,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36013","New York","Chautauqua","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",30,6,24,NA,NA,NA,NA,NA,20,80,NA,NA,NA,NA,NA
"36013","New York","Chautauqua","0000","Total-Pop","Total-Pop","MALE",63152,4882,54891,126,303,1868,1068,14,7.73,86.92,0.2,0.48,2.96,1.69,0.02
"36013","New York","Chautauqua","2004","Mental health counselors","Mental health counselors","MALE",41,NA,41,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36013","New York","Chautauqua","2005","Rehabilitation counselors","Mental health counselors","MALE",9,NA,9,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36013","New York","Chautauqua","2004","Mental health counselors","Mental health counselors","FEMALE",33,NA,33,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36013","New York","Chautauqua","1821","Clinical and counseling psychologists","Psychologists","FEMALE",38,NA,38,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36013","New York","Chautauqua","1822","School psychologists","Psychologists","FEMALE",77,NA,77,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36013","New York","Chautauqua","1822","School psychologists","Psychologists","ALL",77,NA,77,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36013","New York","Chautauqua","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",30,6,24,NA,NA,NA,NA,NA,20,80,NA,NA,NA,NA,NA
"36013","New York","Chautauqua","2003","Marriage and family therapists","Mental health counselors","FEMALE",12,NA,12,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36027","New York","Dutchess","2005","Rehabilitation counselors","Mental health counselors","FEMALE",14,NA,14,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36027","New York","Dutchess","1822","School psychologists","Psychologists","MALE",11,NA,11,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36027","New York","Dutchess","2005","Rehabilitation counselors","Mental health counselors","MALE",85,42,21,NA,NA,22,NA,NA,49.41,24.71,NA,NA,25.88,NA,NA
"36027","New York","Dutchess","2004","Mental health counselors","Mental health counselors","FEMALE",160,35,125,NA,NA,NA,NA,NA,21.88,78.12,NA,NA,NA,NA,NA
"36027","New York","Dutchess","2004","Mental health counselors","Mental health counselors","ALL",160,35,125,NA,NA,NA,NA,NA,21.88,78.12,NA,NA,NA,NA,NA
"36027","New York","Dutchess","0000","Total-Pop","Total-Pop","ALL",293893,35942,209408,490,10426,29503,6680,1444,12.23,71.25,0.17,3.55,10.04,2.27,0.49
"36027","New York","Dutchess","2003","Marriage and family therapists","Mental health counselors","MALE",10,NA,10,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36027","New York","Dutchess","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",8,NA,8,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36027","New York","Dutchess","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",8,NA,8,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36027","New York","Dutchess","1822","School psychologists","Psychologists","ALL",191,13,178,NA,NA,NA,NA,NA,6.81,93.19,NA,NA,NA,NA,NA
"36027","New York","Dutchess","2005","Rehabilitation counselors","Mental health counselors","ALL",99,42,35,NA,NA,22,NA,NA,42.42,35.35,NA,NA,22.22,NA,NA
"36027","New York","Dutchess","1821","Clinical and counseling psychologists","Psychologists","FEMALE",62,NA,62,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36027","New York","Dutchess","1825","Other psychologists","Psychologists","MALE",95,NA,88,NA,7,NA,NA,NA,NA,92.63,NA,7.37,NA,NA,NA
"36027","New York","Dutchess","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",257,NA,184,NA,NA,73,NA,NA,NA,71.6,NA,NA,28.4,NA,NA
"36027","New York","Dutchess","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",223,NA,150,NA,NA,73,NA,NA,NA,67.26,NA,NA,32.74,NA,NA
"36027","New York","Dutchess","1825","Other psychologists","Psychologists","FEMALE",120,NA,120,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36027","New York","Dutchess","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",34,NA,34,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36027","New York","Dutchess","1821","Clinical and counseling psychologists","Psychologists","MALE",20,NA,20,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36027","New York","Dutchess","1821","Clinical and counseling psychologists","Psychologists","ALL",82,NA,82,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36027","New York","Dutchess","1825","Other psychologists","Psychologists","ALL",215,NA,208,NA,7,NA,NA,NA,NA,96.74,NA,3.26,NA,NA,NA
"36027","New York","Dutchess","1822","School psychologists","Psychologists","FEMALE",180,13,167,NA,NA,NA,NA,NA,7.22,92.78,NA,NA,NA,NA,NA
"36027","New York","Dutchess","0000","Total-Pop","Total-Pop","FEMALE",148138,17341,106848,287,5407,13859,3746,650,11.71,72.13,0.19,3.65,9.36,2.53,0.44
"36027","New York","Dutchess","0000","Total-Pop","Total-Pop","MALE",145755,18601,102560,203,5019,15644,2934,794,12.76,70.36,0.14,3.44,10.73,2.01,0.54
"36027","New York","Dutchess","2003","Marriage and family therapists","Mental health counselors","ALL",80,NA,65,NA,NA,15,NA,NA,NA,81.25,NA,NA,18.75,NA,NA
"36027","New York","Dutchess","2003","Marriage and family therapists","Mental health counselors","FEMALE",70,NA,55,NA,NA,15,NA,NA,NA,78.57,NA,NA,21.43,NA,NA
"36029","New York","Erie","0000","Total-Pop","Total-Pop","ALL",919147,50556,694080,4135,32760,119122,17502,992,5.5,75.51,0.45,3.56,12.96,1.9,0.11
"36029","New York","Erie","2004","Mental health counselors","Mental health counselors","MALE",137,16,85,NA,10,26,NA,NA,11.68,62.04,NA,7.3,18.98,NA,NA
"36029","New York","Erie","2005","Rehabilitation counselors","Mental health counselors","FEMALE",253,NA,212,NA,25,16,NA,NA,NA,83.79,NA,9.88,6.32,NA,NA
"36029","New York","Erie","2003","Marriage and family therapists","Mental health counselors","FEMALE",203,NA,113,NA,NA,90,NA,NA,NA,55.67,NA,NA,44.33,NA,NA
"36029","New York","Erie","1821","Clinical and counseling psychologists","Psychologists","MALE",97,NA,97,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36029","New York","Erie","0000","Total-Pop","Total-Pop","FEMALE",474800,26174,356042,2206,16585,63811,9285,697,5.51,74.99,0.46,3.49,13.44,1.96,0.15
"36029","New York","Erie","2005","Rehabilitation counselors","Mental health counselors","MALE",134,NA,90,NA,NA,44,NA,NA,NA,67.16,NA,NA,32.84,NA,NA
"36029","New York","Erie","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",98,NA,90,8,NA,NA,NA,NA,NA,91.84,8.16,NA,NA,NA,NA
"36029","New York","Erie","1825","Other psychologists","Psychologists","FEMALE",267,NA,260,NA,7,NA,NA,NA,NA,97.38,NA,2.62,NA,NA,NA
"36029","New York","Erie","2003","Marriage and family therapists","Mental health counselors","ALL",203,NA,113,NA,NA,90,NA,NA,NA,55.67,NA,NA,44.33,NA,NA
"36029","New York","Erie","0000","Total-Pop","Total-Pop","MALE",444347,24382,338038,1929,16175,55311,8217,295,5.49,76.08,0.43,3.64,12.45,1.85,0.07
"36029","New York","Erie","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",218,NA,175,NA,NA,43,NA,NA,NA,80.28,NA,NA,19.72,NA,NA
"36029","New York","Erie","1825","Other psychologists","Psychologists","MALE",191,NA,191,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36029","New York","Erie","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",131,NA,77,20,NA,34,NA,NA,NA,58.78,15.27,NA,25.95,NA,NA
"36029","New York","Erie","2005","Rehabilitation counselors","Mental health counselors","ALL",387,NA,302,NA,25,60,NA,NA,NA,78.04,NA,6.46,15.5,NA,NA
"36029","New York","Erie","2004","Mental health counselors","Mental health counselors","FEMALE",715,82,552,NA,NA,28,53,NA,11.47,77.2,NA,NA,3.92,7.41,NA
"36029","New York","Erie","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",316,NA,265,8,NA,43,NA,NA,NA,83.86,2.53,NA,13.61,NA,NA
"36029","New York","Erie","1822","School psychologists","Psychologists","ALL",241,NA,227,NA,14,NA,NA,NA,NA,94.19,NA,5.81,NA,NA,NA
"36029","New York","Erie","2004","Mental health counselors","Mental health counselors","ALL",852,98,637,NA,10,54,53,NA,11.5,74.77,NA,1.17,6.34,6.22,NA
"36029","New York","Erie","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",35,NA,20,NA,NA,15,NA,NA,NA,57.14,NA,NA,42.86,NA,NA
"36029","New York","Erie","1821","Clinical and counseling psychologists","Psychologists","ALL",162,NA,149,NA,NA,13,NA,NA,NA,91.98,NA,NA,8.02,NA,NA
"36029","New York","Erie","1822","School psychologists","Psychologists","MALE",42,NA,42,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36029","New York","Erie","1822","School psychologists","Psychologists","FEMALE",199,NA,185,NA,14,NA,NA,NA,NA,92.96,NA,7.04,NA,NA,NA
"36029","New York","Erie","1821","Clinical and counseling psychologists","Psychologists","FEMALE",65,NA,52,NA,NA,13,NA,NA,NA,80,NA,NA,20,NA,NA
"36029","New York","Erie","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",166,NA,97,20,NA,49,NA,NA,NA,58.43,12.05,NA,29.52,NA,NA
"36029","New York","Erie","1825","Other psychologists","Psychologists","ALL",458,NA,451,NA,7,NA,NA,NA,NA,98.47,NA,1.53,NA,NA,NA
"36047","New York","Kings","2004","Mental health counselors","Mental health counselors","ALL",967,117,380,NA,22,420,28,NA,12.1,39.3,NA,2.28,43.43,2.9,NA
"36047","New York","Kings","0000","Total-Pop","Total-Pop","MALE",1226457,240039,462298,1577,147926,343086,26582,4949,19.57,37.69,0.13,12.06,27.97,2.17,0.4
"36047","New York","Kings","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",1410,237,480,NA,136,503,54,NA,16.81,34.04,NA,9.65,35.67,3.83,NA
"36047","New York","Kings","2005","Rehabilitation counselors","Mental health counselors","ALL",328,18,96,NA,NA,177,37,NA,5.49,29.27,NA,NA,53.96,11.28,NA
"36047","New York","Kings","1825","Other psychologists","Psychologists","FEMALE",2236,232,1789,NA,99,94,22,NA,10.38,80.01,NA,4.43,4.2,0.98,NA
"36047","New York","Kings","2003","Marriage and family therapists","Mental health counselors","ALL",290,10,93,NA,28,159,NA,NA,3.45,32.07,NA,9.66,54.83,NA,NA
"36047","New York","Kings","0000","Total-Pop","Total-Pop","FEMALE",1363536,253588,479601,1724,157706,433696,31043,6178,18.6,35.17,0.13,11.57,31.81,2.28,0.45
"36047","New York","Kings","2004","Mental health counselors","Mental health counselors","FEMALE",715,78,293,NA,13,331,NA,NA,10.91,40.98,NA,1.82,46.29,NA,NA
"36047","New York","Kings","1825","Other psychologists","Psychologists","ALL",2877,320,2295,NA,106,124,32,NA,11.12,79.77,NA,3.68,4.31,1.11,NA
"36047","New York","Kings","0000","Total-Pop","Total-Pop","ALL",2589993,493627,941899,3301,305632,776782,57625,11127,19.06,36.37,0.13,11.8,29.99,2.22,0.43
"36047","New York","Kings","2003","Marriage and family therapists","Mental health counselors","MALE",63,10,NA,NA,NA,53,NA,NA,15.87,NA,NA,NA,84.13,NA,NA
"36047","New York","Kings","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",584,111,238,NA,14,175,46,NA,19.01,40.75,NA,2.4,29.97,7.88,NA
"36047","New York","Kings","1822","School psychologists","Psychologists","FEMALE",396,72,253,NA,20,51,NA,NA,18.18,63.89,NA,5.05,12.88,NA,NA
"36047","New York","Kings","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",336,84,106,NA,NA,92,54,NA,25,31.55,NA,NA,27.38,16.07,NA
"36047","New York","Kings","1822","School psychologists","Psychologists","ALL",434,72,291,NA,20,51,NA,NA,16.59,67.05,NA,4.61,11.75,NA,NA
"36047","New York","Kings","2003","Marriage and family therapists","Mental health counselors","FEMALE",227,NA,93,NA,28,106,NA,NA,NA,40.97,NA,12.33,46.7,NA,NA
"36047","New York","Kings","2005","Rehabilitation counselors","Mental health counselors","FEMALE",273,18,81,NA,NA,151,23,NA,6.59,29.67,NA,NA,55.31,8.42,NA
"36047","New York","Kings","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",1074,153,374,NA,136,411,NA,NA,14.25,34.82,NA,12.66,38.27,NA,NA
"36047","New York","Kings","1825","Other psychologists","Psychologists","MALE",641,88,506,NA,7,30,10,NA,13.73,78.94,NA,1.09,4.68,1.56,NA
"36047","New York","Kings","1822","School psychologists","Psychologists","MALE",38,NA,38,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36047","New York","Kings","1821","Clinical and counseling psychologists","Psychologists","ALL",272,NA,256,NA,7,NA,9,NA,NA,94.12,NA,2.57,NA,3.31,NA
"36047","New York","Kings","1821","Clinical and counseling psychologists","Psychologists","FEMALE",178,NA,162,NA,7,NA,9,NA,NA,91.01,NA,3.93,NA,5.06,NA
"36047","New York","Kings","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",199,76,83,NA,14,26,NA,NA,38.19,41.71,NA,7.04,13.07,NA,NA
"36047","New York","Kings","2005","Rehabilitation counselors","Mental health counselors","MALE",55,NA,15,NA,NA,26,14,NA,NA,27.27,NA,NA,47.27,25.45,NA
"36047","New York","Kings","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",385,35,155,NA,NA,149,46,NA,9.09,40.26,NA,NA,38.7,11.95,NA
"36047","New York","Kings","2004","Mental health counselors","Mental health counselors","MALE",252,39,87,NA,9,89,28,NA,15.48,34.52,NA,3.57,35.32,11.11,NA
"36047","New York","Kings","1821","Clinical and counseling psychologists","Psychologists","MALE",94,NA,94,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"36055","New York","Monroe","0000","Total-Pop","Total-Pop","ALL",743987,65476,525041,1394,26768,108057,15673,1578,8.8,70.57,0.19,3.6,14.52,2.11,0.21
"36055","New York","Monroe","1825","Other psychologists","Psychologists","FEMALE",584,NA,574,NA,NA,NA,10,NA,NA,98.29,NA,NA,NA,1.71,NA
"36055","New York","Monroe","1822","School psychologists","Psychologists","FEMALE",301,NA,280,NA,21,NA,NA,NA,NA,93.02,NA,6.98,NA,NA,NA
