"STATEFIP","STATE_NAME","OCC","OCCUPATION","OCCUPATION_BROAD","GENDER","TOTAL_POP","HISP-LAT","WHITE","AI-AN","ASIAN-PI","BLACK","TWO-OR-MORE","OTHER","PCT_HISP-LAT","PCT_WHITE","PCT_AI-AN","PCT_ASIAN-PI","PCT_BLACK","PCT_TWO-OR-MORE","PCT_OTHER"
"28","Mississippi","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",292,NA,159,NA,NA,133,NA,NA,NA,54.45,NA,NA,45.55,NA,NA
"28","Mississippi","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",13,NA,13,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"28","Mississippi","2003","Marriage and family therapists","Mental health counselors","MALE",79,NA,79,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"28","Mississippi","2004","Mental health counselors","Mental health counselors","MALE",119,NA,81,NA,NA,38,NA,NA,NA,68.07,NA,NA,31.93,NA,NA
"28","Mississippi","2005","Rehabilitation counselors","Mental health counselors","MALE",27,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,100,NA,NA
"28","Mississippi","0000","Total-Pop","Total-Pop","FEMALE",1536483,40676,859407,6830,16627,593591,17898,1454,2.65,55.93,0.44,1.08,38.63,1.16,0.09
"28","Mississippi","0000","Total-Pop","Total-Pop","MALE",1447935,50361,830278,6317,13989,528227,16925,1838,3.48,57.34,0.44,0.97,36.48,1.17,0.13
"29","Missouri","1822","School psychologists","Psychologists","MALE",86,NA,86,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"29","Missouri","1825","Other psychologists","Psychologists","FEMALE",1223,40,912,NA,43,228,NA,NA,3.27,74.57,NA,3.52,18.64,NA,NA
"29","Missouri","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",1082,NA,980,NA,27,74,1,NA,NA,90.57,NA,2.5,6.84,0.09,NA
"29","Missouri","2003","Marriage and family therapists","Mental health counselors","FEMALE",463,12,432,NA,6,13,NA,NA,2.59,93.3,NA,1.3,2.81,NA,NA
"29","Missouri","2004","Mental health counselors","Mental health counselors","FEMALE",1176,20,996,NA,32,72,56,NA,1.7,84.69,NA,2.72,6.12,4.76,NA
"29","Missouri","2005","Rehabilitation counselors","Mental health counselors","FEMALE",375,42,333,NA,NA,NA,NA,NA,11.2,88.8,NA,NA,NA,NA,NA
"29","Missouri","0000","Total-Pop","Total-Pop","ALL",6104910,254828,4849430,23932,129067,695675,143185,8793,4.17,79.43,0.39,2.11,11.4,2.35,0.14
"29","Missouri","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",483,25,440,NA,NA,18,NA,NA,5.18,91.1,NA,NA,3.73,NA,NA
"29","Missouri","1825","Other psychologists","Psychologists","MALE",516,NA,494,NA,NA,NA,22,NA,NA,95.74,NA,NA,NA,4.26,NA
"29","Missouri","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",606,70,437,NA,NA,99,NA,NA,11.55,72.11,NA,NA,16.34,NA,NA
"29","Missouri","2003","Marriage and family therapists","Mental health counselors","MALE",108,55,38,NA,NA,15,NA,NA,50.93,35.19,NA,NA,13.89,NA,NA
"29","Missouri","2004","Mental health counselors","Mental health counselors","MALE",438,NA,318,NA,NA,120,NA,NA,NA,72.6,NA,NA,27.4,NA,NA
"29","Missouri","1821","Clinical and counseling psychologists","Psychologists","FEMALE",237,NA,237,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"29","Missouri","1822","School psychologists","Psychologists","FEMALE",707,NA,666,NA,33,8,NA,NA,NA,94.2,NA,4.67,1.13,NA,NA
"29","Missouri","0000","Total-Pop","Total-Pop","FEMALE",3107746,124356,2464331,11351,66940,366792,69865,4111,4,79.3,0.37,2.15,11.8,2.25,0.13
"29","Missouri","0000","Total-Pop","Total-Pop","MALE",2997164,130472,2385099,12581,62127,328883,73320,4682,4.35,79.58,0.42,2.07,10.97,2.45,0.16
"29","Missouri","2005","Rehabilitation counselors","Mental health counselors","ALL",636,42,499,NA,NA,95,NA,NA,6.6,78.46,NA,NA,14.94,NA,NA
"29","Missouri","1821","Clinical and counseling psychologists","Psychologists","MALE",68,NA,57,NA,NA,11,NA,NA,NA,83.82,NA,NA,16.18,NA,NA
"29","Missouri","1821","Clinical and counseling psychologists","Psychologists","ALL",305,NA,294,NA,NA,11,NA,NA,NA,96.39,NA,NA,3.61,NA,NA
"29","Missouri","1822","School psychologists","Psychologists","ALL",793,NA,752,NA,33,8,NA,NA,NA,94.83,NA,4.16,1.01,NA,NA
"29","Missouri","1825","Other psychologists","Psychologists","ALL",1739,40,1406,NA,43,228,22,NA,2.3,80.85,NA,2.47,13.11,1.27,NA
"29","Missouri","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",1688,70,1417,NA,27,173,1,NA,4.15,83.95,NA,1.6,10.25,0.06,NA
"29","Missouri","2005","Rehabilitation counselors","Mental health counselors","MALE",261,NA,166,NA,NA,95,NA,NA,NA,63.6,NA,NA,36.4,NA,NA
"29","Missouri","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",85,NA,42,NA,NA,43,NA,NA,NA,49.41,NA,NA,50.59,NA,NA
"29","Missouri","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",568,25,482,NA,NA,61,NA,NA,4.4,84.86,NA,NA,10.74,NA,NA
"29","Missouri","2004","Mental health counselors","Mental health counselors","ALL",1614,20,1314,NA,32,192,56,NA,1.24,81.41,NA,1.98,11.9,3.47,NA
"29","Missouri","2003","Marriage and family therapists","Mental health counselors","ALL",571,67,470,NA,6,28,NA,NA,11.73,82.31,NA,1.05,4.9,NA,NA
"30","Montana","2004","Mental health counselors","Mental health counselors","ALL",684,93,572,19,NA,NA,NA,NA,13.6,83.63,2.78,NA,NA,NA,NA
"30","Montana","2005","Rehabilitation counselors","Mental health counselors","ALL",222,NA,195,NA,NA,NA,27,NA,NA,87.84,NA,NA,NA,12.16,NA
"30","Montana","2003","Marriage and family therapists","Mental health counselors","ALL",290,53,168,69,NA,NA,NA,NA,18.28,57.93,23.79,NA,NA,NA,NA
"30","Montana","1825","Other psychologists","Psychologists","FEMALE",375,NA,346,11,NA,NA,18,NA,NA,92.27,2.93,NA,NA,4.8,NA
"30","Montana","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",330,52,256,16,NA,NA,6,NA,15.76,77.58,4.85,NA,NA,1.82,NA
"30","Montana","1825","Other psychologists","Psychologists","MALE",128,46,78,NA,NA,NA,NA,4,35.94,60.94,NA,NA,NA,NA,3.12
"30","Montana","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",536,52,458,20,NA,NA,6,NA,9.7,85.45,3.73,NA,NA,1.12,NA
"30","Montana","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",206,NA,202,4,NA,NA,NA,NA,NA,98.06,1.94,NA,NA,NA,NA
"30","Montana","2003","Marriage and family therapists","Mental health counselors","MALE",56,NA,56,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"30","Montana","2003","Marriage and family therapists","Mental health counselors","FEMALE",234,53,112,69,NA,NA,NA,NA,22.65,47.86,29.49,NA,NA,NA,NA
"30","Montana","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",83,NA,83,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"30","Montana","1822","School psychologists","Psychologists","FEMALE",149,NA,149,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"30","Montana","1821","Clinical and counseling psychologists","Psychologists","FEMALE",17,NA,17,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"30","Montana","2004","Mental health counselors","Mental health counselors","MALE",242,79,163,NA,NA,NA,NA,NA,32.64,67.36,NA,NA,NA,NA,NA
"30","Montana","2005","Rehabilitation counselors","Mental health counselors","MALE",82,NA,82,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"30","Montana","2004","Mental health counselors","Mental health counselors","FEMALE",442,14,409,19,NA,NA,NA,NA,3.17,92.53,4.3,NA,NA,NA,NA
"30","Montana","0000","Total-Pop","Total-Pop","ALL",1050649,40398,904523,63503,8600,4948,28153,524,3.85,86.09,6.04,0.82,0.47,2.68,0.05
"30","Montana","1821","Clinical and counseling psychologists","Psychologists","ALL",17,NA,17,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"30","Montana","1822","School psychologists","Psychologists","ALL",149,NA,149,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"30","Montana","1825","Other psychologists","Psychologists","ALL",503,46,424,11,NA,NA,18,4,9.15,84.29,2.19,NA,NA,3.58,0.8
"30","Montana","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",83,NA,83,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"30","Montana","0000","Total-Pop","Total-Pop","MALE",528445,21004,455731,31128,3066,2788,14518,210,3.97,86.24,5.89,0.58,0.53,2.75,0.04
"30","Montana","2005","Rehabilitation counselors","Mental health counselors","FEMALE",140,NA,113,NA,NA,NA,27,NA,NA,80.71,NA,NA,NA,19.29,NA
"30","Montana","0000","Total-Pop","Total-Pop","FEMALE",522204,19394,448792,32375,5534,2160,13635,314,3.71,85.94,6.2,1.06,0.41,2.61,0.06
"31","Nebraska","2004","Mental health counselors","Mental health counselors","ALL",1038,21,814,NA,24,179,NA,NA,2.02,78.42,NA,2.31,17.24,NA,NA
"31","Nebraska","1825","Other psychologists","Psychologists","ALL",682,26,538,NA,19,NA,93,6,3.81,78.89,NA,2.79,NA,13.64,0.88
"31","Nebraska","2005","Rehabilitation counselors","Mental health counselors","ALL",349,NA,349,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"31","Nebraska","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",394,1,349,NA,NA,44,NA,NA,0.25,88.58,NA,NA,11.17,NA,NA
"31","Nebraska","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",658,25,589,NA,NA,44,NA,NA,3.8,89.51,NA,NA,6.69,NA,NA
"31","Nebraska","2003","Marriage and family therapists","Mental health counselors","ALL",247,NA,240,NA,NA,NA,7,NA,NA,97.17,NA,NA,NA,2.83,NA
"31","Nebraska","1822","School psychologists","Psychologists","ALL",342,NA,342,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"31","Nebraska","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",109,NA,97,12,NA,NA,NA,NA,NA,88.99,11.01,NA,NA,NA,NA
"31","Nebraska","2003","Marriage and family therapists","Mental health counselors","FEMALE",209,NA,202,NA,NA,NA,7,NA,NA,96.65,NA,NA,NA,3.35,NA
"31","Nebraska","2004","Mental health counselors","Mental health counselors","FEMALE",941,21,729,NA,12,179,NA,NA,2.23,77.47,NA,1.28,19.02,NA,NA
"31","Nebraska","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",128,NA,97,12,NA,NA,19,NA,NA,75.78,9.38,NA,NA,14.84,NA
"31","Nebraska","1821","Clinical and counseling psychologists","Psychologists","ALL",224,20,204,NA,NA,NA,NA,NA,8.93,91.07,NA,NA,NA,NA,NA
"31","Nebraska","1822","School psychologists","Psychologists","MALE",79,NA,79,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"31","Nebraska","1825","Other psychologists","Psychologists","MALE",275,26,191,NA,NA,NA,58,NA,9.45,69.45,NA,NA,NA,21.09,NA
"31","Nebraska","2005","Rehabilitation counselors","Mental health counselors","FEMALE",178,NA,178,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"31","Nebraska","1821","Clinical and counseling psychologists","Psychologists","FEMALE",182,20,162,NA,NA,NA,NA,NA,10.99,89.01,NA,NA,NA,NA,NA
"31","Nebraska","1822","School psychologists","Psychologists","FEMALE",263,NA,263,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"31","Nebraska","1825","Other psychologists","Psychologists","FEMALE",407,NA,347,NA,19,NA,35,6,NA,85.26,NA,4.67,NA,8.6,1.47
"31","Nebraska","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",264,24,240,NA,NA,NA,NA,NA,9.09,90.91,NA,NA,NA,NA,NA
"31","Nebraska","0000","Total-Pop","Total-Pop","ALL",1914571,208208,1512306,14220,46293,89332,42583,1629,10.87,78.99,0.74,2.42,4.67,2.22,0.09
"31","Nebraska","0000","Total-Pop","Total-Pop","FEMALE",959493,99316,762865,7363,24408,43659,21177,705,10.35,79.51,0.77,2.54,4.55,2.21,0.07
"31","Nebraska","1821","Clinical and counseling psychologists","Psychologists","MALE",42,NA,42,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"31","Nebraska","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,100,NA
"31","Nebraska","2003","Marriage and family therapists","Mental health counselors","MALE",38,NA,38,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"31","Nebraska","0000","Total-Pop","Total-Pop","MALE",955078,108892,749441,6857,21885,45673,21406,924,11.4,78.47,0.72,2.29,4.78,2.24,0.1
"31","Nebraska","2005","Rehabilitation counselors","Mental health counselors","MALE",171,NA,171,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"31","Nebraska","2004","Mental health counselors","Mental health counselors","MALE",97,NA,85,NA,12,NA,NA,NA,NA,87.63,NA,12.37,NA,NA,NA
"32","Nevada","1822","School psychologists","Psychologists","ALL",137,16,100,NA,NA,21,NA,NA,11.68,72.99,NA,NA,15.33,NA,NA
"32","Nevada","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",134,NA,67,NA,29,38,NA,NA,NA,50,NA,21.64,28.36,NA,NA
"32","Nevada","1825","Other psychologists","Psychologists","ALL",670,NA,573,NA,31,66,NA,NA,NA,85.52,NA,4.63,9.85,NA,NA
"32","Nevada","0000","Total-Pop","Total-Pop","MALE",1491804,432491,745056,12838,114434,131244,51457,4284,28.99,49.94,0.86,7.67,8.8,3.45,0.29
"32","Nevada","1821","Clinical and counseling psychologists","Psychologists","ALL",187,NA,159,NA,28,NA,NA,NA,NA,85.03,NA,14.97,NA,NA,NA
"32","Nevada","1821","Clinical and counseling psychologists","Psychologists","FEMALE",95,NA,95,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"32","Nevada","1822","School psychologists","Psychologists","FEMALE",114,16,92,NA,NA,6,NA,NA,14.04,80.7,NA,NA,5.26,NA,NA
"32","Nevada","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",569,169,225,NA,NA,118,57,NA,29.7,39.54,NA,NA,20.74,10.02,NA
"32","Nevada","2003","Marriage and family therapists","Mental health counselors","ALL",340,8,246,21,9,56,NA,NA,2.35,72.35,6.18,2.65,16.47,NA,NA
"32","Nevada","2004","Mental health counselors","Mental health counselors","ALL",421,113,233,6,25,11,33,NA,26.84,55.34,1.43,5.94,2.61,7.84,NA
"32","Nevada","2005","Rehabilitation counselors","Mental health counselors","ALL",282,80,180,NA,22,NA,NA,NA,28.37,63.83,NA,7.8,NA,NA,NA
"32","Nevada","0000","Total-Pop","Total-Pop","ALL",2972382,853224,1462563,26454,254076,262063,105409,8593,28.71,49.21,0.89,8.55,8.82,3.55,0.29
"32","Nevada","2005","Rehabilitation counselors","Mental health counselors","FEMALE",222,57,143,NA,22,NA,NA,NA,25.68,64.41,NA,9.91,NA,NA,NA
"32","Nevada","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",88,NA,44,NA,29,15,NA,NA,NA,50,NA,32.95,17.05,NA,NA
"32","Nevada","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",147,26,42,NA,NA,53,26,NA,17.69,28.57,NA,NA,36.05,17.69,NA
"32","Nevada","1821","Clinical and counseling psychologists","Psychologists","MALE",92,NA,64,NA,28,NA,NA,NA,NA,69.57,NA,30.43,NA,NA,NA
"32","Nevada","1822","School psychologists","Psychologists","MALE",23,NA,8,NA,NA,15,NA,NA,NA,34.78,NA,NA,65.22,NA,NA
"32","Nevada","1825","Other psychologists","Psychologists","MALE",72,NA,72,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"32","Nevada","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",422,143,183,NA,NA,65,31,NA,33.89,43.36,NA,NA,15.4,7.35,NA
"32","Nevada","2003","Marriage and family therapists","Mental health counselors","MALE",134,8,54,16,NA,56,NA,NA,5.97,40.3,11.94,NA,41.79,NA,NA
"32","Nevada","2004","Mental health counselors","Mental health counselors","MALE",95,28,64,3,NA,NA,NA,NA,29.47,67.37,3.16,NA,NA,NA,NA
"32","Nevada","1825","Other psychologists","Psychologists","FEMALE",598,NA,501,NA,31,66,NA,NA,NA,83.78,NA,5.18,11.04,NA,NA
"32","Nevada","2005","Rehabilitation counselors","Mental health counselors","MALE",60,23,37,NA,NA,NA,NA,NA,38.33,61.67,NA,NA,NA,NA,NA
"32","Nevada","2003","Marriage and family therapists","Mental health counselors","FEMALE",206,NA,192,5,9,NA,NA,NA,NA,93.2,2.43,4.37,NA,NA,NA
"32","Nevada","2004","Mental health counselors","Mental health counselors","FEMALE",326,85,169,3,25,11,33,NA,26.07,51.84,0.92,7.67,3.37,10.12,NA
"32","Nevada","0000","Total-Pop","Total-Pop","FEMALE",1480578,420733,717507,13616,139642,130819,53952,4309,28.42,48.46,0.92,9.43,8.84,3.64,0.29
"32","Nevada","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",46,NA,23,NA,NA,23,NA,NA,NA,50,NA,NA,50,NA,NA
"33","New Hampshire","1821","Clinical and counseling psychologists","Psychologists","MALE",8,NA,8,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"33","New Hampshire","1822","School psychologists","Psychologists","MALE",35,NA,35,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"33","New Hampshire","1825","Other psychologists","Psychologists","MALE",284,NA,284,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"33","New Hampshire","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",76,NA,76,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"33","New Hampshire","1821","Clinical and counseling psychologists","Psychologists","ALL",31,NA,31,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"33","New Hampshire","2004","Mental health counselors","Mental health counselors","MALE",194,NA,194,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"33","New Hampshire","2005","Rehabilitation counselors","Mental health counselors","MALE",65,NA,65,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"33","New Hampshire","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",108,NA,103,NA,NA,NA,5,NA,NA,95.37,NA,NA,NA,4.63,NA
"33","New Hampshire","2003","Marriage and family therapists","Mental health counselors","MALE",94,NA,94,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"33","New Hampshire","1821","Clinical and counseling psychologists","Psychologists","FEMALE",23,NA,23,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"33","New Hampshire","1822","School psychologists","Psychologists","FEMALE",185,NA,185,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"33","New Hampshire","1825","Other psychologists","Psychologists","FEMALE",476,23,453,NA,NA,NA,NA,NA,4.83,95.17,NA,NA,NA,NA,NA
"33","New Hampshire","2005","Rehabilitation counselors","Mental health counselors","FEMALE",175,NA,175,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"33","New Hampshire","2004","Mental health counselors","Mental health counselors","FEMALE",753,NA,706,NA,NA,12,35,NA,NA,93.76,NA,NA,1.59,4.65,NA
"33","New Hampshire","1822","School psychologists","Psychologists","ALL",220,NA,220,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"33","New Hampshire","1825","Other psychologists","Psychologists","ALL",760,23,737,NA,NA,NA,NA,NA,3.03,96.97,NA,NA,NA,NA,NA
"33","New Hampshire","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",514,13,496,NA,NA,NA,5,NA,2.53,96.5,NA,NA,NA,0.97,NA
"33","New Hampshire","2003","Marriage and family therapists","Mental health counselors","ALL",363,NA,363,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"33","New Hampshire","2004","Mental health counselors","Mental health counselors","ALL",947,NA,900,NA,NA,12,35,NA,NA,95.04,NA,NA,1.27,3.7,NA
"33","New Hampshire","2005","Rehabilitation counselors","Mental health counselors","ALL",240,NA,240,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"33","New Hampshire","0000","Total-Pop","Total-Pop","MALE",668510,26642,598792,967,16723,10456,14236,694,3.99,89.57,0.14,2.5,1.56,2.13,0.1
"33","New Hampshire","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",76,NA,76,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"33","New Hampshire","2003","Marriage and family therapists","Mental health counselors","FEMALE",269,NA,269,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"33","New Hampshire","0000","Total-Pop","Total-Pop","ALL",1348105,50699,1214467,1810,36784,18180,24926,1239,3.76,90.09,0.13,2.73,1.35,1.85,0.09
"33","New Hampshire","0000","Total-Pop","Total-Pop","FEMALE",679595,24057,615675,843,20061,7724,10690,545,3.54,90.59,0.12,2.95,1.14,1.57,0.08
"33","New Hampshire","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",406,13,393,NA,NA,NA,NA,NA,3.2,96.8,NA,NA,NA,NA,NA
"34","New Jersey","1825","Other psychologists","Psychologists","FEMALE",4083,336,3559,NA,49,127,12,NA,8.23,87.17,NA,1.2,3.11,0.29,NA
"34","New Jersey","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",1900,214,1098,NA,25,524,39,NA,11.26,57.79,NA,1.32,27.58,2.05,NA
"34","New Jersey","1821","Clinical and counseling psychologists","Psychologists","FEMALE",915,75,638,NA,53,114,35,NA,8.2,69.73,NA,5.79,12.46,3.83,NA
"34","New Jersey","0000","Total-Pop","Total-Pop","MALE",4336465,899011,2397690,4823,405952,533689,76185,19115,20.73,55.29,0.11,9.36,12.31,1.76,0.44
"34","New Jersey","1822","School psychologists","Psychologists","MALE",336,19,304,NA,13,NA,NA,NA,5.65,90.48,NA,3.87,NA,NA,NA
"34","New Jersey","1825","Other psychologists","Psychologists","MALE",1498,97,1242,NA,95,55,NA,9,6.48,82.91,NA,6.34,3.67,NA,0.6
"34","New Jersey","2003","Marriage and family therapists","Mental health counselors","FEMALE",710,102,395,NA,NA,188,25,NA,14.37,55.63,NA,NA,26.48,3.52,NA
"34","New Jersey","2003","Marriage and family therapists","Mental health counselors","MALE",243,33,138,NA,13,59,NA,NA,13.58,56.79,NA,5.35,24.28,NA,NA
"34","New Jersey","1822","School psychologists","Psychologists","FEMALE",1604,223,1094,NA,87,185,15,NA,13.9,68.2,NA,5.42,11.53,0.94,NA
"34","New Jersey","1821","Clinical and counseling psychologists","Psychologists","ALL",1159,121,836,NA,53,114,35,NA,10.44,72.13,NA,4.57,9.84,3.02,NA
"34","New Jersey","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",710,118,308,NA,32,252,NA,NA,16.62,43.38,NA,4.51,35.49,NA,NA
"34","New Jersey","2005","Rehabilitation counselors","Mental health counselors","MALE",416,NA,317,NA,NA,99,NA,NA,NA,76.2,NA,NA,23.8,NA,NA
"34","New Jersey","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",118,NA,85,NA,10,23,NA,NA,NA,72.03,NA,8.47,19.49,NA,NA
"34","New Jersey","2004","Mental health counselors","Mental health counselors","FEMALE",2487,283,1478,NA,61,644,10,11,11.38,59.43,NA,2.45,25.89,0.4,0.44
"34","New Jersey","2004","Mental health counselors","Mental health counselors","MALE",581,81,278,NA,79,126,17,NA,13.94,47.85,NA,13.6,21.69,2.93,NA
"34","New Jersey","0000","Total-Pop","Total-Pop","ALL",8878503,1795132,4915451,9690,835325,1128172,155229,39504,20.22,55.36,0.11,9.41,12.71,1.75,0.44
"34","New Jersey","1821","Clinical and counseling psychologists","Psychologists","MALE",244,46,198,NA,NA,NA,NA,NA,18.85,81.15,NA,NA,NA,NA,NA
"34","New Jersey","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",1212,139,729,NA,80,184,80,NA,11.47,60.15,NA,6.6,15.18,6.6,NA
"34","New Jersey","2003","Marriage and family therapists","Mental health counselors","ALL",953,135,533,NA,13,247,25,NA,14.17,55.93,NA,1.36,25.92,2.62,NA
"34","New Jersey","2005","Rehabilitation counselors","Mental health counselors","FEMALE",895,105,567,NA,86,132,5,NA,11.73,63.35,NA,9.61,14.75,0.56,NA
"34","New Jersey","1822","School psychologists","Psychologists","ALL",1940,242,1398,NA,100,185,15,NA,12.47,72.06,NA,5.15,9.54,0.77,NA
"34","New Jersey","1825","Other psychologists","Psychologists","ALL",5581,433,4801,NA,144,182,12,9,7.76,86.02,NA,2.58,3.26,0.22,0.16
"34","New Jersey","2005","Rehabilitation counselors","Mental health counselors","ALL",1311,105,884,NA,86,231,5,NA,8.01,67.43,NA,6.56,17.62,0.38,NA
"34","New Jersey","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",2610,332,1406,NA,57,776,39,NA,12.72,53.87,NA,2.18,29.73,1.49,NA
"34","New Jersey","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",1094,139,644,NA,70,161,80,NA,12.71,58.87,NA,6.4,14.72,7.31,NA
"34","New Jersey","0000","Total-Pop","Total-Pop","FEMALE",4542038,896121,2517761,4867,429373,594483,79044,20389,19.73,55.43,0.11,9.45,13.09,1.74,0.45
"34","New Jersey","2004","Mental health counselors","Mental health counselors","ALL",3068,364,1756,NA,140,770,27,11,11.86,57.24,NA,4.56,25.1,0.88,0.36
"35","New Mexico","0000","Total-Pop","Total-Pop","MALE",1035689,505917,388514,86504,13918,21691,17531,1614,48.85,37.51,8.35,1.34,2.09,1.69,0.16
"35","New Mexico","1822","School psychologists","Psychologists","ALL",211,101,106,4,NA,NA,NA,NA,47.87,50.24,1.9,NA,NA,NA,NA
"35","New Mexico","1825","Other psychologists","Psychologists","ALL",736,151,576,NA,9,NA,NA,NA,20.52,78.26,NA,1.22,NA,NA,NA
"35","New Mexico","2003","Marriage and family therapists","Mental health counselors","ALL",286,112,137,NA,NA,NA,37,NA,39.16,47.9,NA,NA,NA,12.94,NA
"35","New Mexico","2004","Mental health counselors","Mental health counselors","ALL",959,296,580,44,17,9,13,NA,30.87,60.48,4.59,1.77,0.94,1.36,NA
"35","New Mexico","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",170,93,23,42,NA,NA,12,NA,54.71,13.53,24.71,NA,NA,7.06,NA
"35","New Mexico","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",239,119,49,44,NA,15,12,NA,49.79,20.5,18.41,NA,6.28,5.02,NA
"35","New Mexico","0000","Total-Pop","Total-Pop","FEMALE",1056765,514728,394706,95793,17821,15638,16143,1936,48.71,37.35,9.06,1.69,1.48,1.53,0.18
"35","New Mexico","1821","Clinical and counseling psychologists","Psychologists","ALL",162,2,150,6,NA,NA,4,NA,1.23,92.59,3.7,NA,NA,2.47,NA
